id,title,description,link,categories_id,categories_title,sources_id,sources_url,date,type,coordinates
EONET_6119,Dalton Highway Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6119,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8240/,2022-07-01T12:45:00Z,Point,"[-150.522, 66.876]"
EONET_6104,"Aira Volcano, Japan",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6104,12,Volcanoes,SIVolcano,http://volcano.si.edu/volcano.cfm?vn=282080,2022-06-27T00:00:00Z,Point,"[130.657, 31.593]"
EONET_6097,Bean Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6097,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8183/,2022-06-25T16:00:00Z,Point,"[-151.641, 64.875]"
EONET_6094,Goshute Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6094,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8180/,2022-06-25T15:30:00Z,Point,"[-114.287, 40.514]"
EONET_6102,"Ebeko Volcano, Russia",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6102,12,Volcanoes,SIVolcano,http://volcano.si.edu/volcano.cfm?vn=290380,2022-06-23T00:00:00Z,Point,"[156.014, 50.686]"
EONET_6107,Clear Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6107,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8178/,2022-06-21T17:00:00Z,Point,"[-149.506, 64.405]"
EONET_6095,Minto Lakes Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6095,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8182/,2022-06-21T16:30:00Z,Point,"[-148.747, 65.01]"
EONET_6090,Kinsley Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6090,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8167/,2022-06-17T13:00:00Z,Point,"[-114.422, 40.081]"
EONET_6092,Lime Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6092,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8173/,2022-06-14T20:00:00Z,Point,"[-158.006, 61.57]"
EONET_6087,Contreras Fire ,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6087,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8154/,2022-06-11T14:30:00Z,Point,"[-111.574, 31.849]"
EONET_6080,Iceberg A74A,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6080,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2022-06-10T00:00:00Z,Point,"[-45.89, -76.9]"
EONET_6081,Iceberg A74B,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6081,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2022-06-10T00:00:00Z,Point,"[-44.91, -76.75]"
EONET_6079,East Fork Fire ,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6079,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8148/,2022-05-31T00:00:00Z,Point,"[-162.799, 62.366]"
EONET_6063,Black Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6063,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8103/,2022-05-13T21:30:00Z,Point,"[-108.059, 33.204]"
EONET_6091,Left Fork Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6091,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8169/,2022-05-09T14:15:00Z,Point,"[-112.358, 37.483]"
EONET_6051,Iceberg C39,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6051,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2022-04-29T00:00:00Z,Point,"[99.61, -65.68]"
EONET_6064,Cerro Pelado Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6064,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8075/,2022-04-22T15:45:00Z,Point,"[-106.584, 35.775]"
EONET_6060,Calf Canyon Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6060,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8069/,2022-04-19T15:00:00Z,Point,"[-105.503, 35.759]"
EONET_6068,Crooks Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6068,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8067/,2022-04-18T10:00:00Z,Point,"[-112.426, 34.403]"
EONET_6059,Hermits Peak Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6059,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/8049/,2022-04-06T16:51:00Z,Point,"[-105.399, 35.718]"
EONET_6037,Iceberg C38B,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6037,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2022-03-25T00:00:00Z,Point,"[101.72, -65.06]"
EONET_6018,"Wildfire - N of Merced, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6018,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=137546,2022-02-16T20:44:00Z,Point,"[-120.533005422, 37.543469882]"
EONET_6014,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6014,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=137427,2022-02-13T20:40:00Z,Point,"[-110.862229905, 33.417091555]"
EONET_6017,"Popocatepetl Volcano, Mexico",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6017,12,Volcanoes,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=341090,2022-02-08T00:00:00Z,Point,"[-98.622, 19.023]"
EONET_6006,Wildfire - N of Viseu - Portugal,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6006,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136764,2022-01-29T13:36:00Z,Point,"[-8.009577928, 41.002191345]"
EONET_6004,Wildfire - E of Braga - Portugal,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6004,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136718,2022-01-28T13:35:00Z,Point,"[-8.091955323, 41.517611178]"
EONET_6005,Wildfire - N of Vila Real - Portugal,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6005,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136717,2022-01-28T13:35:00Z,Point,"[-7.675316232, 41.808267161]"
EONET_6003,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6003,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136709,2022-01-28T08:38:00Z,Point,"[-110.860071422, 33.416654251]"
EONET_6007,Iceberg D31,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6007,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2022-01-28T00:00:00Z,Point,"[2.34, -69.89]"
EONET_6001,"Wildfire - SW of Tarbes, Midi-Pyrnes - France",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6001,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136603,2022-01-25T13:35:00Z,Point,"[-0.564755574, 42.971017184]"
EONET_5998,"Wildfire - Big Sur, California, USA",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5998,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=136556,2022-01-21T09:05:00Z,Point,"[-121.79929, 36.27203]"
EONET_5990,"Wildfire - SW of Tarbes, Midi-Pyrnes - France",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5990,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=135525,2022-01-02T13:35:00Z,Point,"[-0.401425255, 42.993829605]"
EONET_5988,"Wildfire - SE of Boulder, Colorado - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5988,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=135349,2021-12-30T20:37:00Z,Point,"[-105.19282, 39.95983]"
EONET_5983,"Wildfire - W of Victorville, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5983,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=134598,2021-12-12T20:37:00Z,Point,"[-117.729843629, 34.396954841]"
EONET_5976,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5976,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=133800,2021-11-27T08:36:00Z,Point,"[-110.861196043, 33.417201559]"
EONET_5977,"Wildfire - E of San Luis Obispo, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5977,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=133794,2021-11-26T20:37:00Z,Point,"[-120.045451449, 35.36753333]"
EONET_5975,"Wildfire - NW of Montpelier, Idaho - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5975,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=133661,2021-11-22T20:37:00Z,Point,"[-111.590258883, 42.686767291]"
EONET_5974,"Wildfire - W of Riverside, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5974,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=133627,2021-11-21T23:37:00Z,Point,"[-117.488521503, 33.954878389]"
EONET_5972,"Wildfire - SW of Boulder City, Nevada - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5972,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=133260,2021-11-11T20:40:00Z,Point,"[-115.354724564, 35.621645413]"
EONET_5968,"Wildfire - NW of Brighton, Brighton and Hove - United Kingdom",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5968,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132962,2021-11-05T05:35:00Z,Point,"[-0.444536626, 51.12941477]"
EONET_5966,"Wildfire - S of Tillamook, Oregon - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5966,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132731,2021-10-31T09:38:00Z,Point,"[-123.929934447, 45.009877614]"
EONET_5962,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5962,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132297,2021-10-24T21:38:00Z,Point,"[-110.861165478, 33.416293179]"
EONET_5955,"Wildfire - W of Agen, Aquitaine - France",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5955,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132036,2021-10-19T14:36:00Z,Point,"[-0.011595617, 44.062464887]"
EONET_5959,"Great Sitkin Volcano, Andreanof Islands (U.S.)",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5959,12,Volcanoes,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=311120,2021-10-19T09:49:45Z,Point,"[-176.13, 52.076]"
EONET_5953,"Wildfire - W of Gila Bend, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5953,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132012,2021-10-18T21:39:00Z,Point,"[-113.498576997, 32.974491635]"
EONET_5954,"Wildfire - W of Yuba City, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5954,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=132011,2021-10-18T21:39:00Z,Point,"[-122.164046901, 39.080745035]"
EONET_5952,"Wildfire - SW of Yuba City, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5952,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=131937,2021-10-16T21:38:00Z,Point,"[-121.667893746, 39.092390021]"
EONET_5951,"Wildfire - W of Tulare, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5951,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=131761,2021-10-12T21:39:00Z,Point,"[-120.07159514, 36.082566967]"
EONET_5949,"Wildfire - W of Santa Barbara, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5949,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=131731,2021-10-12T09:38:00Z,Point,"[-120.106440487, 34.50631889]"
EONET_5945,"Wildfire MB-EA207, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5945,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-10-05T00:00:00Z,Point,"[-96.2511, 49.7389]"
EONET_5950,"Wildfire MB-WE093, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5950,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-10-01T00:00:00Z,Point,"[-100.5447, 55.03]"
EONET_5942,"Wildfire - N of Yuba City, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5942,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130983,2021-09-27T21:43:00Z,Point,"[-121.619186074, 39.188019314]"
EONET_5940,"Wildfire - E of Tulare, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5940,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130925,2021-09-24T15:41:00Z,Point,"[-118.664197288, 36.090993645]"
EONET_5939,"Wildfire - NE of Redding, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5939,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130903,2021-09-23T21:40:00Z,Point,"[-122.300586725, 40.707903489]"
EONET_5930,"Wildfire - W of Lancaster, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5930,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130559,2021-09-18T14:45:00Z,Point,"[-118.757917621, 34.676320178]"
EONET_5929,"Wildfire - NE of Visalia, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5929,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130473,2021-09-16T01:08:00Z,Point,"[-118.793009903, 36.518072392]"
EONET_5926,"Wildfire - NE of Dnipropetrovsk, Dnipropetrovsk - Ukraine",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5926,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130300,2021-09-10T11:50:00Z,Point,"[35.475028187, 48.686237557]"
EONET_5925,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5925,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130287,2021-09-10T00:41:00Z,Point,"[-110.861358494, 33.417542977]"
EONET_5922,Cougar Peak Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5922,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7835/,2021-09-07T13:45:00Z,Point,"[-120.613, 42.277]"
EONET_5920,"Wildfire - E of Ourense, Galicia  - Spain",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5920,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130155,2021-09-07T05:44:00Z,Point,"[-7.338575131, 42.438826407]"
EONET_5921,Wildfire - NE of Monaco - Monaco,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5921,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=130153,2021-09-07T02:43:00Z,Point,"[8.152622285, 44.068834373]"
EONET_5912,"Wildfire MB-NO152, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5912,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-31T00:00:00Z,Point,"[-100.0331, 57.6761]"
EONET_5911,Knob Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5911,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7827/,2021-08-29T16:38:00Z,Point,"[-123.634, 40.916]"
EONET_5902,"Wildfire - NE of Modesto, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5902,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=129435,2021-08-27T00:11:00Z,Point,"[-120.397719545, 37.969258033]"
EONET_5907,Iceberg A78,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5907,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2021-08-27T00:00:00Z,Point,"[-4.03, -70.35]"
EONET_5898,"Wildfire - NW of San Bernardino, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5898,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=129377,2021-08-26T01:23:00Z,Point,"[-117.443074933, 34.182264114]"
EONET_5899,"Wildfire - NW of Montpelier, Idaho - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5899,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=129368,2021-08-25T20:48:00Z,Point,"[-111.591190059, 42.686670839]"
EONET_5890,Wildfire - NE of Podgorica - Montenegro,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5890,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=129158,2021-08-22T02:42:00Z,Point,"[19.368286586, 42.635352272]"
EONET_5888,"Wildfire - E of Mesa, Arizona - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5888,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=129071,2021-08-20T11:54:00Z,Point,"[-110.859687743, 33.416821311]"
EONET_5906,Iceberg A77,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5906,15,Sea and Lake Ice,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2021-08-20T00:00:00Z,Point,"[-12.05, -71.01]"
EONET_5884,"Wildfire - N of Santa Rosa, California - United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5884,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128937,2021-08-18T23:52:00Z,Point,"[-122.604087947, 38.924589754]"
EONET_5879,"Wildfire - E of Reggio di Calabria, Calabria - Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5879,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128854,2021-08-18T02:42:00Z,Point,"[15.91418569, 38.092952272]"
EONET_5865,"Wildfire - E of Toulon, Provence-Alpes-Cte-dAzur - France",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5865,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128745,2021-08-17T02:42:00Z,Point,"[6.449664955, 43.28362333]"
EONET_5872,"Wildfire - British Columbia (Pine River Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5872,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128712,2021-08-16T19:44:00Z,Point,"[-122.48954, 55.54402]"
EONET_5860,"Wildfire - British Columbia (Plumbob Mountain Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5860,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128711,2021-08-16T19:40:00Z,Point,"[-115.44254, 49.19144]"
EONET_5870,"Wildfire - British Columbia (Brook Creek Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5870,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128709,2021-08-16T19:33:00Z,Point,"[-120.89404, 49.83591]"
EONET_5861,"Wildfires - Stevens County (Ford Corkscrew Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5861,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128706,2021-08-16T19:24:00Z,Point,"[-117.72662, 47.93565]"
EONET_5862,"Wildfires - Lake County (Greenwood Fire), Minnesota, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5862,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128705,2021-08-16T19:19:00Z,Point,"[-91.62542, 47.56328]"
EONET_5866,Wildfire - NW of Podgorica - Montenegro,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5866,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128694,2021-08-16T17:41:00Z,Point,"[19.047319774, 42.700772124]"
